4594.871683,3990.256313,4267.179383,4246.153742,4233.84605,4471.794762,4198.974256,4612.30758,3832.307599,4426.153738,4747.692192,4252.820409,4518.974248,4048.71785
4590.769119,3993.846056,4264.10246,4239.487076,4259.999896,4471.281942,4196.922974,4614.358862,3833.33324,4429.743481,4744.615269,4253.333229,4519.999889,4045.640927
4594.871683,4002.051184,4264.61528,4241.538358,4246.666563,4472.820403,4197.948615,4615.384503,3831.794778,4432.307584,4740.512705,4249.230665,4518.461428,4044.615286
4606.153734,4011.281953,4269.230665,4247.692204,4235.897332,4473.333224,4192.30759,4613.333221,3831.281958,4423.076815,4734.871679,4248.205024,4517.948607,4042.051183
4628.205015,4025.128107,4275.384511,4249.743486,4265.128101,4473.846044,4189.230667,4614.358862,3831.794778,4424.615276,4737.948602,4253.333229,4518.974248,4047.179388
4651.794758,4041.025542,4278.974254,4254.35887,4276.410152,4475.384506,4193.333231,4618.974246,3831.281958,4432.820404,4745.128089,4256.922973,4516.922966,4058.97426
4654.871681,4040.512722,4277.435793,4262.563998,4247.692204,4474.871685,4191.794769,4615.897323,3831.794778,4421.025533,4734.358859,4250.769127,4518.461428,4055.384516
4653.84604,4031.794773,4274.87169,4265.128101,4240.512717,4471.794762,4183.589641,4607.692195,3830.769137,4403.076815,4720.512705,4242.563999,4519.999889,4045.640927
4668.205014,4037.435799,4276.922972,4260.512716,4257.435793,4474.871685,4186.153744,4611.281939,3828.205035,4406.153738,4728.205013,4249.230665,4520.51271,4053.333234
4673.84604,4050.769132,4279.487075,4264.10246,4240.512717,4474.871685,4192.30759,4616.922964,3830.769137,4416.922969,4739.999884,4256.410152,4518.974248,4061.538362
4669.743476,4059.48708,4282.563998,4275.384511,4217.948615,4468.205019,4184.615282,4612.30758,3834.358881,4418.974251,4740.512705,4255.897332,4517.948607,4062.051183
4677.948604,4057.435798,4288.205023,4271.281947,4249.743486,4467.692198,4182.05118,4611.281939,3832.820419,4427.692199,4746.15373,4262.051178,4520.51271,4073.333234
4684.10245,4046.666568,4289.230664,4259.999896,4282.563998,4473.846044,4190.256308,4615.897323,3830.769137,4443.076814,4755.89732,4267.179383,4520.51271,4084.102464
4674.35886,4047.179388,4282.051177,4265.128101,4257.435793,4475.384506,4187.179385,4613.333221,3832.820419,4441.538353,4752.307576,4261.025537,4518.461428,4077.948618
4662.563989,4057.948619,4279.487075,4270.769126,4241.025537,4473.333224,4184.615282,4612.30758,3832.307599,4430.769122,4740.512705,4257.435793,4518.461428,4070.256311
4655.897322,4050.769132,4280.512716,4262.563998,4262.051178,4474.358865,4194.358872,4616.922964,3830.256317,4434.358866,4737.948602,4260.512716,4514.358864,4070.256311
4652.820399,4033.333235,4278.461434,4260.512716,4262.051178,4474.871685,4197.435795,4617.435785,3831.794778,4440.512712,4745.64091,4260.512716,4515.384505,4071.281952
4655.897322,4033.333235,4279.999895,4267.692203,4245.640922,4474.871685,4188.717846,4614.871682,3832.307599,4445.640917,4756.922961,4263.589639,4520.51271,4076.410157
4658.461425,4044.102465,4287.179382,4268.205024,4244.615281,4474.871685,4183.076821,4612.8204,3832.307599,4453.333224,4765.128089,4269.743485,4520.51271,4084.102464
4653.33322,4045.640927,4288.717844,4266.666562,4254.35887,4473.333224,4184.102462,4608.717836,3832.307599,4444.102455,4767.179371,4267.692203,4519.999889,4085.640926
4649.230656,4041.538363,4282.563998,4267.692203,4262.051178,4473.333224,4184.615282,4606.153734,3832.307599,4431.281943,4766.66655,4261.025537,4519.487069,4081.538362
4646.666553,4034.358876,4278.461434,4257.435793,4245.128101,4474.358865,4183.076821,4603.589631,3831.794778,4441.025532,4762.563986,4258.974255,4519.487069,4078.461439
4633.33322,4015.897338,4270.769126,4247.692204,4212.307589,4472.820403,4176.410154,4601.025529,3832.307599,4441.538353,4752.307576,4253.333229,4519.487069,4070.256311
4621.025528,4002.564005,4260.512716,4255.897332,4233.33323,4473.846044,4174.358872,4604.102452,3832.820419,4431.281943,4750.769115,4248.717845,4518.974248,4061.538362
4627.179374,4012.307594,4263.076819,4257.948614,4281.025536,4475.897326,4184.615282,4612.8204,3833.33324,4449.23066,4764.102448,4256.922973,4519.487069,4070.256311
4632.307579,4016.922979,4269.230665,4252.820409,4268.717844,4474.871685,4188.717846,4616.922964,3832.820419,4466.153737,4765.640909,4262.563998,4518.974248,4079.48708
4627.692195,4007.179389,4263.076819,4255.897332,4241.025537,4475.384506,4183.076821,4615.384503,3832.307599,4456.410147,4757.435781,4257.948614,4519.999889,4074.871695
4628.717836,4014.871697,4256.410152,4255.897332,4246.666563,4476.922967,4185.128103,4614.871682,3831.794778,4459.48707,4762.051166,4259.999896,4519.999889,4075.384516
4628.205015,4019.999902,4256.410152,4253.333229,4253.84605,4474.871685,4194.358872,4616.410144,3831.794778,4468.717839,4769.230653,4265.640921,4518.974248,4084.615285
4623.07681,4005.640928,4258.461434,4263.589639,4250.769127,4474.358865,4196.410154,4622.051169,3831.794778,4461.025532,4762.563986,4264.61528,4519.487069,4088.717849
4625.128092,4008.717851,4257.435793,4269.743485,4250.769127,4476.922967,4197.948615,4624.102451,3831.794778,4464.102455,4759.999884,4263.076819,4518.974248,4086.153746
